taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genericName	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description	taxonConceptID	scientificNameID	references	isExtinct
3931137	cbd3a5b71d14d99ae620edd21aae8557	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Microascales	Fungi	Ascomycota	Sordariomycetes	Microascales																	false
3931138	6516ab28d1d1486dc524908d6a3d9b36	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931137		family		Halosphaeriaceae	Fungi	Ascomycota	Sordariomycetes	Microascales		Halosphaeriaceae															false
3931139	09ef9ae90ae88fb400aa5c700ce40696	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931137		family		Microascaceae	Fungi	Ascomycota	Sordariomycetes	Microascales		Microascaceae															false
3931140	992e53dcca8ebabd4dc6d4a802f37b13	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931137		family		Ceratocystidaceae	Fungi	Ascomycota	Sordariomycetes	Microascales		Ceratocystidaceae															false
3931141	274e9ed7d2b112391f5ad32c83744e8b	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931137		family		Chadefaudiellaceae	Fungi	Ascomycota	Sordariomycetes	Microascales		Chadefaudiellaceae															false
3931142	657cb30764a523b90eac678ec48e3031	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Torpedosporales	Fungi	Ascomycota	Sordariomycetes	Torpedosporales																	false
3931143	0a657f5f2ee3a39b98de20b04f4be4b9	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931142		family		Torpedosporaceae	Fungi	Ascomycota	Sordariomycetes	Torpedosporales		Torpedosporaceae															false
3931144	37faa8876736d71e01cc2d1d89a937a0	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Coniochaetales	Fungi	Ascomycota	Sordariomycetes	Coniochaetales																	false
3931145	744e53708ee1f4b586a4146b0c20cd25	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931144		family		Coniochaetaceae	Fungi	Ascomycota	Sordariomycetes	Coniochaetales		Coniochaetaceae															false
3931146	7e5b179a723074a11d7034c039d03661	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Diaporthales	Fungi	Ascomycota	Sordariomycetes	Diaporthales																	false
3931147	ff1d390b1c179837afccdc2b019cb59a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Lamproconiaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Lamproconiaceae															false
3931148	956fda5fac8eb6f899493d97bcb11e1b	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Schizoparmaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Schizoparmaceae															false
3931149	ef9b397088ce7098e46e81fd54a263ae	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Pseudoplagiostomataceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Pseudoplagiostomataceae															false
3931150	8139d98c872386ba7933d7fe80bad8cf	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Gnomoniaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Gnomoniaceae															false
3931151	db704d3348934af98d4f476df7280328	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Valsaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Valsaceae															false
3931152	d07321b2134f2d24e746d94e2e970059	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Phaeoappendicosporaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Phaeoappendicosporaceae															false
3931153	18a7c12fe8167b9dd12bbbd192c9d760	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Melanconidaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Melanconidaceae															false
3931154	6cea61f0823b423500186a6cf132b2b9	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Neomelanconiellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Neomelanconiellaceae															false
3931155	4f028636cc2562460776348d7dce22f6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Diaporthaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Diaporthaceae															false
3931156	768fa4b19d42b3285b40cc8d582aad1f	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Diaporthostomataceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Diaporthostomataceae															false
3931157	fcd02f252261ddd4d28c50cb45930d47	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Pseudomelanconidaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Pseudomelanconidaceae															false
3931158	e025548f8fdf397ba1314830292506e4	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Synnemasporellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Synnemasporellaceae															false
3931159	c55d9d1a94992fc90f3d8e86843496cd	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Melanconiellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Melanconiellaceae															false
3931160	9ea0dc76b638a206cf8a9aac3cdeea79	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Sydowiellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Sydowiellaceae															false
3931161	1f13fd79b95ddea70a5f7bfed29441be	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Harknessiaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Harknessiaceae															false
3931162	a5564a9e41d2caae78434c4c9cfd5bfc	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Cryphonectriaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Cryphonectriaceae															false
3931163	7835c1474fbd470d5cc8500e4f14297a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Pseudovalsaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Pseudovalsaceae															false
3931164	91635ac930597994427e3f424ab216ef	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Tubakiaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Tubakiaceae															false
3931165	4a882c76e5d28d5fdf773a6d06f5821a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Melanosporellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Melanosporellaceae															false
3931166	197b4836391174694dd5fd9782f912cc	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931146		family		Diaporthosporellaceae	Fungi	Ascomycota	Sordariomycetes	Diaporthales		Diaporthosporellaceae															false
3931167	8766bdd3af68a71edd45f40b0e1ef181	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Amplistromatales	Fungi	Ascomycota	Sordariomycetes	Amplistromatales																	false
3931168	a4ee11ad4761c35b01e587d715553458	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931167		family		Amplistromataceae	Fungi	Ascomycota	Sordariomycetes	Amplistromatales		Amplistromataceae															false
3931169	e829cd7d41570f2cbc8eca3d90e5a166	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Distoseptisporales	Fungi	Ascomycota	Sordariomycetes	Distoseptisporales																	false
3931170	05b1a6eb985fbf349374315ec9d993a0	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931169		family		Distoseptisporaceae	Fungi	Ascomycota	Sordariomycetes	Distoseptisporales		Distoseptisporaceae															false
3931171	bcaef862fbea273c53c2b582c66baa62	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Parasympodiellales	Fungi	Ascomycota	Sordariomycetes	Parasympodiellales																	false
3931172	e2e13a29c488ad850a87ed865ba069e0	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931171		family		Parasympodiellaceae	Fungi	Ascomycota	Sordariomycetes	Parasympodiellales		Parasympodiellaceae															false
3931173	c669cb14fe85d3a5ebc6e0b653f87c2f	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Togniniales	Fungi	Ascomycota	Sordariomycetes	Togniniales																	false
3931174	51e80ad9b2f680a97902b547283b4e86	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931173		family		Togniniaceae	Fungi	Ascomycota	Sordariomycetes	Togniniales		Togniniaceae															false
3931175	d429a71f60dbef5840e65da76cd66af6	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Ophiostomatales	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales																	false
3931176	f64fe887de15d6f5336c0e583beb0dd3	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931175		family		Ophiostomataceae	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales		Ophiostomataceae															false
3931177	8b6decd17bcb97a72ea58ad3645d490a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931175		family		Kathistaceae	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales		Kathistaceae															false
3931178	9777ba1cbb44116259aef93c5dd03b5a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Glomerellales	Fungi	Ascomycota	Sordariomycetes	Glomerellales																	false
3931179	398127464296d464ee3cabdf6b5b8987	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931178		family		Plectosphaerellaceae	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Plectosphaerellaceae															false
3931180	4362d643602ccba0675e679ec91b0534	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931178		family		Glomerellaceae	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Glomerellaceae															false
3931181	21b5bcc99b68fe7f8a1a73be061f8868	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Delonicicolales	Fungi	Ascomycota	Sordariomycetes	Delonicicolales																	false
3931182	1ca22e75f04c6cbeed0f2ae3d82505b5	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931181		family		Delonicicolaceae	Fungi	Ascomycota	Sordariomycetes	Delonicicolales		Delonicicolaceae															false
3931183	9f7d06d1046b361129ae2718d8db318d	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Myrmecridiales	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales																	false
3931184	bd9b7db7261cc9cfa4973aae4dbf8525	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931183		family		Xenodactylariaceae	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales		Xenodactylariaceae															false
3931185	3daaa39728d3214d7f04eb49f39a3805	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931183		family		Myrmecridiaceae	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales		Myrmecridiaceae															false
3938816		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931111		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Lulworthiales		Not assigned															false
3938851	02409794e7045eba0f5c34a8f5d50317	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Conioscyphales	Fungi	Ascomycota	Sordariomycetes	Conioscyphales																	false
3938852		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938851		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Conioscyphales		Not assigned															false
3938858		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931178		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Glomerellales		Not assigned															false
3938883	2bd65f0eb8411840325647b5aebca82a	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925858		order		Halosphaeriales	Fungi	Ascomycota	Sordariomycetes	Halosphaeriales																	false
3938884		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3938883		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Halosphaeriales		Not assigned															false
3938926		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3925859		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Not assigned		Not assigned															false
3938935		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931045		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Sordariales		Not assigned															false
3938951		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931067		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Not assigned															false
3939011		Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2020-04-16 Beta		3931105		family		Not assigned	Fungi	Ascomycota	Sordariomycetes	Melanosporales		Not assigned															false
